2025-09-19 14:57:02.831 | INFO     | 喜马拉雅.dp.main:<module>:27 - 浏览器对象创建完成
2025-09-19 14:59:45.631 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-15', 'createDate': '2020-02-25', 'anchorUid': 10778196, 'playCount': 3907108141, 'albumTitle': '遮天 | 辰东作品，头陀渊&小桃红精品双播 | 热播动画原著 | 多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642099, 'commentCount': 0, 'trackCount': 2615, 'albumId': 34220825}
2025-09-19 14:59:47.413 | INFO     | __main__:<module>:333 - 《遮天 | 辰东作品，头陀渊&小桃红精品双播 | 热播动画原著 | 多人有声剧》 榜单=热门 排名=24 章节数=30 已入库
2025-09-19 14:59:52.418 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2017-08-01', 'anchorUid': 2342717, 'playCount': 2139272792, 'albumTitle': '《剑来》上 · 烽火戏诸侯&大斌', 'anchorName': '大斌', 'fansCount': 9967137, 'commentCount': 0, 'trackCount': 885, 'albumId': 9724463}
2025-09-19 14:59:54.378 | INFO     | __main__:<module>:333 - 《《剑来》上 · 烽火戏诸侯&大斌》 榜单=热门 排名=25 章节数=30 已入库
2025-09-19 14:59:59.556 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-08-06', 'anchorUid': 172781994, 'playCount': 44592467, 'albumTitle': '【爆更】姣姣岁欢｜古言宫斗&权谋复仇爽文｜知否知否同款长篇｜VIP免费多人有声剧', 'anchorName': '熊猫青云_云之声', 'fansCount': 1052353, 'commentCount': 0, 'trackCount': 826, 'albumId': 100959388}
2025-09-19 15:00:02.308 | INFO     | __main__:<module>:333 - 《【爆更】姣姣岁欢｜古言宫斗&权谋复仇爽文｜知否知否同款长篇｜VIP免费多人有声剧》 榜单=热门 排名=26 章节数=30 已入库
2025-09-19 15:00:07.335 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-08-27', 'createDate': '2024-04-22', 'anchorUid': 40084802, 'playCount': 1095382011, 'albumTitle': '无敌六皇子|爆笑穿越|无敌流皇子|安燃领衔VIP免费有声小说', 'anchorName': '安燃', 'fansCount': 3142654, 'commentCount': 0, 'trackCount': 2234, 'albumId': 81485463}
2025-09-19 15:00:09.150 | INFO     | __main__:<module>:333 - 《无敌六皇子|爆笑穿越|无敌流皇子|安燃领衔VIP免费有声小说》 榜单=热门 排名=27 章节数=30 已入库
2025-09-19 15:00:19.338 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2020-01-21', 'anchorUid': 1266964, 'playCount': 5579408693, 'albumTitle': '一剑独尊（叶玄叶灵 | 有声的紫襟 | 男女双播）|北剑江湖', 'anchorName': '有声的紫襟', 'fansCount': 27682665, 'commentCount': 0, 'trackCount': 3046, 'albumId': 32650457}
2025-09-19 15:00:21.114 | INFO     | __main__:<module>:333 - 《一剑独尊（叶玄叶灵 | 有声的紫襟 | 男女双播）|北剑江湖》 榜单=热门 排名=28 章节数=30 已入库
2025-09-19 15:00:26.076 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-11', 'createDate': '2015-10-16', 'anchorUid': 1800244, 'playCount': 3110994858, 'albumTitle': '首席医官丨首席御医|冬奥冠军王濛推荐|职场商战超经典神作', 'anchorName': '阿陈书场', 'fansCount': 3751267, 'commentCount': 0, 'trackCount': 622, 'albumId': 3071659}
2025-09-19 15:00:27.808 | INFO     | __main__:<module>:333 - 《首席医官丨首席御医|冬奥冠军王濛推荐|职场商战超经典神作》 榜单=热门 排名=29 章节数=30 已入库
2025-09-19 15:00:33.050 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-03', 'createDate': '2016-01-12', 'anchorUid': 186005355, 'playCount': 1164650809, 'albumTitle': '【官方正版回归】盗墓笔记（1-8部全集）|周建龙经典版|南派三叔经典作|盗墓探险', 'anchorName': 'TME有声剧场', 'fansCount': 1087737, 'commentCount': 0, 'trackCount': 339, 'albumId': 3544633}
2025-09-19 15:00:34.865 | INFO     | __main__:<module>:333 - 《【官方正版回归】盗墓笔记（1-8部全集）|周建龙经典版|南派三叔经典作|盗墓探险》 榜单=热门 排名=30 章节数=30 已入库
2025-09-19 15:00:39.932 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-08-28', 'anchorUid': 1266964, 'playCount': 9622022, 'albumTitle': '大道之上 | 东方玄幻 | 宅猪原著 | 有声的紫襟团队制作 | 多人有声剧', 'anchorName': '有声的紫襟', 'fansCount': 27682666, 'commentCount': 0, 'trackCount': 240, 'albumId': 103650417}
2025-09-19 15:00:41.683 | INFO     | __main__:<module>:333 - 《大道之上 | 东方玄幻 | 宅猪原著 | 有声的紫襟团队制作 | 多人有声剧》 榜单=热门 排名=31 章节数=30 已入库
2025-09-19 15:00:46.816 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-06-27', 'anchorUid': 1266964, 'playCount': 66280855, 'albumTitle': '黄昏分界 | 有声的紫襟团队作品 | 民俗诡异玄幻 | 多人有声剧', 'anchorName': '有声的紫襟', 'fansCount': 27682666, 'commentCount': 0, 'trackCount': 705, 'albumId': 95234611}
2025-09-19 15:00:48.714 | INFO     | __main__:<module>:333 - 《黄昏分界 | 有声的紫襟团队作品 | 民俗诡异玄幻 | 多人有声剧》 榜单=热门 排名=32 章节数=30 已入库
2025-09-19 15:00:53.740 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2025-04-29', 'anchorUid': 10778196, 'playCount': 194279722, 'albumTitle': '九域凡仙丨头陀渊出品丨经典玄幻丨逆天改命丨热血修真丨仙魔大战丨VIP免费 | 多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642104, 'commentCount': 0, 'trackCount': 1360, 'albumId': 92238587}
2025-09-19 15:00:55.510 | INFO     | __main__:<module>:333 - 《九域凡仙丨头陀渊出品丨经典玄幻丨逆天改命丨热血修真丨仙魔大战丨VIP免费 | 多人有声剧》 榜单=热门 排名=33 章节数=30 已入库
2025-09-19 15:01:00.628 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2021-11-26', 'anchorUid': 20606950, 'playCount': 1002377942, 'albumTitle': '牧神记|动漫原著|宅猪（多人演播）', 'anchorName': '幻樱空', 'fansCount': 5849190, 'commentCount': 0, 'trackCount': 2762, 'albumId': 55072562}
2025-09-19 15:01:02.366 | INFO     | __main__:<module>:333 - 《牧神记|动漫原著|宅猪（多人演播）》 榜单=热门 排名=34 章节数=30 已入库
2025-09-19 15:01:07.466 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-06-03', 'createDate': '2021-01-06', 'anchorUid': 48812225, 'playCount': 1359285777, 'albumTitle': '轮回乐园｜全网人气最高的无限流', 'anchorName': '悦音涟漪丶不倾', 'fansCount': 1154928, 'commentCount': 0, 'trackCount': 7464, 'albumId': 45413470}
2025-09-19 15:01:09.225 | INFO     | __main__:<module>:333 - 《轮回乐园｜全网人气最高的无限流》 榜单=热门 排名=35 章节数=30 已入库
2025-09-19 15:01:14.285 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-07-13', 'createDate': '2022-07-13', 'anchorUid': 1266964, 'playCount': 2811730722, 'albumTitle': '灵境行者丨卖报小郎君口碑新作丨紫襟领衔多人有声剧', 'anchorName': '有声的紫襟', 'fansCount': 27682667, 'commentCount': 0, 'trackCount': 2008, 'albumId': 69486129}
2025-09-19 15:01:16.346 | INFO     | __main__:<module>:333 - 《灵境行者丨卖报小郎君口碑新作丨紫襟领衔多人有声剧》 榜单=热门 排名=36 章节数=30 已入库
2025-09-19 15:01:21.382 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-08-15', 'createDate': '2024-08-20', 'anchorUid': 10778196, 'playCount': 443650883, 'albumTitle': '正道潜龙丨头陀渊丨全本免费丨都市热血丨搞笑爽文丨伪戒丨多人有声剧丨头小短', 'anchorName': '头陀渊讲故事', 'fansCount': 15642104, 'commentCount': 0, 'trackCount': 2136, 'albumId': 83194166}
2025-09-19 15:01:23.189 | INFO     | __main__:<module>:333 - 《正道潜龙丨头陀渊丨全本免费丨都市热血丨搞笑爽文丨伪戒丨多人有声剧丨头小短》 榜单=热门 排名=37 章节数=30 已入库
2025-09-19 15:01:28.234 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2017-06-14', 'anchorUid': 10778196, 'playCount': 3089302207, 'albumTitle': '最强弃少 | 头陀渊&小桃红 | 重生打脸 | 都市修真', 'anchorName': '头陀渊讲故事', 'fansCount': 15642105, 'commentCount': 0, 'trackCount': 1419, 'albumId': 8695127}
2025-09-19 15:01:29.936 | INFO     | __main__:<module>:333 - 《最强弃少 | 头陀渊&小桃红 | 重生打脸 | 都市修真》 榜单=热门 排名=38 章节数=30 已入库
2025-09-19 15:01:35.099 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-08-13', 'createDate': '2024-09-25', 'anchorUid': 10778196, 'playCount': 811727743, 'albumTitle': '都重生了谁谈恋爱啊丨头陀渊演播丨搞笑都市丨穿越重生丨VIP免费 | 精品 | 多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642105, 'commentCount': 0, 'trackCount': 1354, 'albumId': 83737266}
2025-09-19 15:01:36.934 | INFO     | __main__:<module>:333 - 《都重生了谁谈恋爱啊丨头陀渊演播丨搞笑都市丨穿越重生丨VIP免费 | 精品 | 多人有声剧》 榜单=热门 排名=39 章节数=30 已入库
2025-09-19 15:01:41.975 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2018-01-19', 'anchorUid': 1266964, 'playCount': 4896312834, 'albumTitle': '猎罪者（阴间神探 | 日月收魂人奇门绝学四方探案 | 我在阳间破案）有声的紫襟', 'anchorName': '有声的紫襟', 'fansCount': 27682668, 'commentCount': 0, 'trackCount': 833, 'albumId': 12642314}
2025-09-19 15:01:43.694 | INFO     | __main__:<module>:333 - 《猎罪者（阴间神探 | 日月收魂人奇门绝学四方探案 | 我在阳间破案）有声的紫襟》 榜单=热门 排名=40 章节数=30 已入库
2025-09-19 15:01:48.776 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-08-28', 'createDate': '2023-09-01', 'anchorUid': 10778196, 'playCount': 1601603987, 'albumTitle': '重生1980：开局迎娶姐姐闺蜜丨头陀渊领衔丨重生八零丨精品多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642106, 'commentCount': 0, 'trackCount': 1975, 'albumId': 77855767}
2025-09-19 15:01:50.509 | INFO     | __main__:<module>:333 - 《重生1980：开局迎娶姐姐闺蜜丨头陀渊领衔丨重生八零丨精品多人有声剧》 榜单=热门 排名=41 章节数=30 已入库
2025-09-19 15:01:55.542 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2024-10-21', 'anchorUid': 40084802, 'playCount': 445873061, 'albumTitle': '逍遥四公子 | 架空历史&爆笑老四 | 安燃领衔VIP免费穿越有声小说逍遥子公子', 'anchorName': '安燃', 'fansCount': 3142657, 'commentCount': 0, 'trackCount': 2171, 'albumId': 84108214}
2025-09-19 15:01:57.288 | INFO     | __main__:<module>:333 - 《逍遥四公子 | 架空历史&爆笑老四 | 安燃领衔VIP免费穿越有声小说逍遥子公子》 榜单=热门 排名=42 章节数=30 已入库
2025-09-19 15:02:02.279 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2023-05-12', 'anchorUid': 19634543, 'playCount': 674344224, 'albumTitle': '盖世神医丨叶秋丨都市修仙多人有声剧丨一种侃侃', 'anchorName': '一种侃侃', 'fansCount': 6812854, 'commentCount': 0, 'trackCount': 3719, 'albumId': 75986677}
2025-09-19 15:02:04.060 | INFO     | __main__:<module>:333 - 《盖世神医丨叶秋丨都市修仙多人有声剧丨一种侃侃》 榜单=热门 排名=43 章节数=30 已入库
2025-09-19 15:02:09.103 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2024-12-30', 'createDate': '2023-05-23', 'anchorUid': 10778196, 'playCount': 1404656478, 'albumTitle': '完美世界|头陀渊讲故事多人版|辰东三部曲|遮天后传|圣墟前传', 'anchorName': '头陀渊讲故事', 'fansCount': 15642106, 'commentCount': 0, 'trackCount': 3867, 'albumId': 76163734}
2025-09-19 15:02:10.875 | INFO     | __main__:<module>:333 - 《完美世界|头陀渊讲故事多人版|辰东三部曲|遮天后传|圣墟前传》 榜单=热门 排名=44 章节数=30 已入库
2025-09-19 15:02:19.310 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-01', 'createDate': '2025-03-27', 'anchorUid': 10778196, 'playCount': 214445148, 'albumTitle': '麻衣少年行丨头陀渊出品丨悬疑灵异丨风水秘术丨民间故事丨VIP免费丨多人有声剧', 'anchorName': '头陀渊讲故事', 'fansCount': 15642106, 'commentCount': 0, 'trackCount': 1293, 'albumId': 88610073}
2025-09-19 15:02:21.107 | INFO     | __main__:<module>:333 - 《麻衣少年行丨头陀渊出品丨悬疑灵异丨风水秘术丨民间故事丨VIP免费丨多人有声剧》 榜单=热门 排名=45 章节数=30 已入库
2025-09-19 15:02:26.201 | INFO     | __main__:<module>:276 - 小说信息{'updateDate': '2025-09-19', 'createDate': '2020-12-14', 'anchorUid': 1266964, 'playCount': 3544469391, 'albumTitle': '万古第一神丨有声的紫襟（3D音效玄幻多人有声剧）', 'anchorName': '有声的紫襟', 'fansCount': 27682668, 'commentCount': 0, 'trackCount': 4967, 'albumId': 44741345}
