笔记id,作品类型,作者,发布时间,喜欢,收藏,评论,详情,标题,笔记链接,作者地址,图片链接
68515e5a000000000303f37d,note,拼命妈妈重生记,06-17,3,0,0,,,https://www.xiaohongshu.com/explore/68515e5a000000000303f37d?xsec_token=AB0YX-tZorkYbZjZVGp_2RmwUFJKBDAR11m9ElvUpYA_o=&xsec_source=pc_search&source=unknown,IP属地：四川,http://sns-webpic-qc.xhscdn.com/202508111421/613d3cccd0bd8aafd7ca9b37e68986f9/1040g00831ir4vcbs1a6g5nt7ud5gbt8bu7fhf2g!nc_n_webp_mw_1
6229ce07000000002103f07c,note,陈斯泽大夫,2022-03-10,2,2,1,,患上ai症就意味着进入了生命倒计时吗？,https://www.xiaohongshu.com/explore/6229ce07000000002103f07c?xsec_token=ABtbwU5mrDw-LglldRqjgx2peHkLw_98Qdx2q15tAUVmg=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111421/fd8ba95893806c45d2043726b1f42347/01023a01knsdq9khtdg0112vbmwblc2fyp!nc_n_webp_mw_1
688da1940000000023032047,note,打怪兽加油,08-02,2,0,46,,胆管癌,https://www.xiaohongshu.com/explore/688da1940000000023032047?xsec_token=ABsrLbO322utmJTlXLUzVQrkJaLV3MlZ1RSMUvkNKtHV4=&xsec_source=pc_search&source=unknown,IP属地：山东,http://sns-webpic-qc.xhscdn.com/202508111421/603982e87bf500e23fd91f13b5ba0264/1040g00831klvuvql2o6g5pstg7d1ibigk5or58g!nc_n_webp_mw_1
65ba1bd6000000002d00124f,note,抗癌人张伟,2024-02-02,2,0,1,,得了ai症生命就进入倒计时了吗?,https://www.xiaohongshu.com/explore/65ba1bd6000000002d00124f?xsec_token=ABvJSQVcpT_g-y-z4qEJcK0jO1ukjC3HMz286jnprQIaE=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111421/87029b8c0dff5c705ed1e5810aabefb9/spectrum/1040g0k030uje4hiplc005p9m2roj8hks4q7ct1o!nc_n_webp_mw_1
661aa284000000001b0135eb,note,神奇的小包子.,2024-04-13,4,0,3,,如果不是翻到这个App我自己都差点忘了,https://www.xiaohongshu.com/explore/661aa284000000001b0135eb?xsec_token=ABueSWb79sP2KbdBX9-EsK4lEc8bSRKMkLetYgjNjFS20=&xsec_source=pc_search&source=unknown,无,"http://sns-webpic-qc.xhscdn.com/202508111421/3a6039ab4316694303cc48227ab3c9e1/1040g008311hmil75mg005npg4gag8v3pvnbli48!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111421/e8c07bfa578e1dba2091cd75a17be69f/1040g008311hmil75mg0g5npg4gag8v3pvomi90g!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111421/5364065f58121b9ebc1db6c71ec4e4ee/1040g008311hmil75mg105npg4gag8v3poagqtbo!nc_n_webp_mw_1"
688c771700000000220204ad,note,Cimilady,08-01,2,2,10,,接受不了亲人癌症晚期生命倒计时,https://www.xiaohongshu.com/explore/688c771700000000220204ad?xsec_token=ABr8-nabItGnI_ye4JhswqHxx_apCkUAsdc8SVoTmq8s4=&xsec_source=pc_search&source=unknown,IP属地：湖南,http://sns-webpic-qc.xhscdn.com/202508111421/ddbe4f3aecff5fd449412bc6897e65cc/notes_pre_post/1040g3k831kkrilge30705p6h1dd3kte14hbsvoo!nc_n_webp_mw_1
6887b5e80000000025011a25,note,小红薯6531E5B6,07-29,1,0,9,,父亲的生命进入倒计时,https://www.xiaohongshu.com/explore/6887b5e80000000025011a25?xsec_token=ABTpxtng31sYHmAUKmF9oDUPaSp_LTn1_9EYhYSZWwhaY=&xsec_source=pc_search&source=unknown,IP属地：福建,http://sns-webpic-qc.xhscdn.com/202508111421/810ec6d6b2cbbeb91a7a27115e7919dc/1040g00831kg76cl048005p9gp25ql3emgj3qoso!nc_n_webp_mw_1
6848408a000000002100cee8,note,考考酱紫～,06-10,1,0,1,,一篇碎碎念,https://www.xiaohongshu.com/explore/6848408a000000002100cee8?xsec_token=ABlW9BsqVOa3xetuQz7fsDSfITsQJnU5GaRa2KUJ8cpG4=&xsec_source=pc_search&source=unknown,IP属地：湖北,http://sns-webpic-qc.xhscdn.com/202508111421/81f2aed695a2805279c935b6cabc0af5/1040g00831ii7nrddg2004a7235jnjd941cennf0!nc_n_webp_mw_1
67f08ace00000000070341d5,note,小红薯6231DE58,04-05,2,1,3,,回不去了。,https://www.xiaohongshu.com/explore/67f08ace00000000070341d5?xsec_token=ABK9CXK4Jh7x7psyDm78TzHGm0q9aJoA_ehid2lk8UZ_0=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111421/fcb35881a5f9a992fcddb4c3fbdae787/1040g2sg31fsj61k4g2705ohgfm9ochcisn1nuu0!nc_n_webp_mw_1
685ae473000000000b01f8b5,note,小红薯642B92B9,06-25,1,0,22,,,https://www.xiaohongshu.com/explore/685ae473000000000b01f8b5?xsec_token=ABIXG4D_xllUyIR5cIME0ikNXeJpgDk_RY93-F2C05cNc=&xsec_source=pc_search&source=unknown,IP属地：北京,http://sns-webpic-qc.xhscdn.com/202508111421/e4847929a584a10e2eff43bacb600802/1040g00831j4ek32g0m605p1at41232mnn2e5fm8!nc_n_webp_mw_1
6892cc75000000002303626e,note,飞飞不会飞,4天前,0,0,1,,在倒计时了吧,https://www.xiaohongshu.com/explore/6892cc75000000002303626e?xsec_token=ABwpdnTd_9FfErG6JfVJ8468t10dJZflaN5AovYkMQ6os=&xsec_source=pc_search&source=unknown,IP属地：美国,http://sns-webpic-qc.xhscdn.com/202508111422/fa211d89ae00cededfc5cfb4821b3343/1040g2sg31kr0n86s32005ns6agrg9edvm5hg2bg!nc_n_webp_mw_1
6536716b000000001e032ba4,note,橙子李,2023-10-23,4,0,0,,癌症晚期倒计时,https://www.xiaohongshu.com/explore/6536716b000000001e032ba4?xsec_token=ABHtsELyIlbJuyVPEAtX3JgezD6Id7h8Vx6n5jNpPWyhg=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111422/0ac384250ab6452372e25246a609e1fe/1040g00830qirirv87u705oaej4b0jukp7tjh0mo!nc_n_webp_mw_1
689951ed0000000023032b68,note,肿瘤科韩伟医生,1小时前,0,0,0,,确诊癌症活不过5年？这3类患者可能多活10年,https://www.xiaohongshu.com/explore/689951ed0000000023032b68?xsec_token=AB3h8J5-oGK5mBwX_98MLlihVpWSZj5u1nLSObnAUFztI=&xsec_source=pc_search&source=unknown,IP属地：山东,http://sns-webpic-qc.xhscdn.com/202508111422/b09996ab444efefbec47950a7ad28b2c/spectrum/1040g0k031l1de3fdkk005p7vlq90hgtc2vfto28!nc_n_webp_mw_1
65adb125000000000f03739d,note,你是谁家的小孩来偷糖吃,2024-01-22,49584,3835,10476,,生命倒计时两个月,https://www.xiaohongshu.com/explore/65adb125000000000f03739d?xsec_token=ABK7_eIcktK621IktHWph12xwh6GZdfxrfbNBaZnJKuK8=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111422/064a04f00960408362be07dd9ce012b6/1040g2sg30u7a3pro56005p1sq133jpaennbklv0!nc_n_webp_mw_1
6838502d000000002102d47f,note,白羊♈（病人家属）〡超生存期版,05-29,6236,554,986,,挺可笑的，一张破纸告诉我还剩6个月,https://www.xiaohongshu.com/explore/6838502d000000002102d47f?xsec_token=ABnp4kymolDd2DS4-eQluO4PSRIJXHJ2RdIXv1GYJvC5w=&xsec_source=pc_search&source=unknown,IP属地：上海,http://sns-webpic-qc.xhscdn.com/202508111422/83b086ceb8e81603a20af0f7a9b04d8f/notes_pre_post/1040g3k831i2jnlp7nak05q1b71i64ufj9fq69f0!nc_n_webp_mw_1
685e7192000000001c031a83,note,想想今天吃什么,06-27,1943,922,1196,,,https://www.xiaohongshu.com/explore/685e7192000000001c031a83?xsec_token=ABpnu-BIBzv5Zh7Z4xbVWdxOOwLgoSDWm_dO5VfgW7_PM=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111422/460ba99fb18fc013c9a495a31c50e69f/1040g00831j7p59ulj0lg5n6283n4nmne4t4dkfo!nc_n_webp_mw_1
685baa220000000022033745,note,汣汣流,06-25,648,68,145,,,https://www.xiaohongshu.com/explore/685baa220000000022033745?xsec_token=ABGem5plta9jTPFa5T_tHWNsbWJCJbC9QYWrVo_Vt8ou0=&xsec_source=pc_search&source=unknown,IP属地：北京,http://sns-webpic-qc.xhscdn.com/202508111422/90e6a6112f99234252058292bfc3718d/1040g2sg31j56kchdior05p1ec4lnud1jfnobucg!nc_n_webp_mw_1
686d1904000000000b02d224,note,打烊,07-08,643,24,331,,,https://www.xiaohongshu.com/explore/686d1904000000000b02d224?xsec_token=ABPS1fnEuPYk1X2qBfFJia-LdbdNaF1cJzNs5bNfFOshE=&xsec_source=pc_search&source=unknown,IP属地：湖南,http://sns-webpic-qc.xhscdn.com/202508111422/fcf8b941ecbebb2dd90f74a22b1acbb7/1040g00831jm7ej452ie05pvi6o2jjprl57mvf3g!nc_n_webp_mw_1
68636d31000000000b02eb42,note,小千千,07-01,613,477,498,,,https://www.xiaohongshu.com/explore/68636d31000000000b02eb42?xsec_token=ABEMfT9K1Fca5eRhDZdVprZmZnyQ09QphquPblji3zHB4=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111422/a49e62e6a73d988211117b9d0cf4e90e/notes_pre_post/1040g3k031jcp7tcrie605n3p8d5lut44uguo298!nc_n_webp_mw_1
66c04dde000000001e01e20a,note,妙妙,2024-08-17,590,86,749,,,https://www.xiaohongshu.com/explore/66c04dde000000001e01e20a?xsec_token=ABH8KeTremFQ9U3sxUy-48lq-DOpum6k1nIvaaEtltHEc=&xsec_source=pc_search&source=unknown,IP属地：辽宁,"http://sns-webpic-qc.xhscdn.com/202508111422/516aeee3fd9e56eee8e96cd31c6073f0/1040g2sg316jfnveuha6g5o9okkbgjnfk03p9aeo!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111422/8b0df6436d3592e2864151a558969d91/1040g2sg316jfnveuha5g5o9okkbgjnfkcc18ado!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111422/ccee37ac47208cb8142783612bbe402b/1040g2sg316jfnveuha505o9okkbgjnfkiqc38c8!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111422/db79467c83531bccd86362f581bfd705/1040g2sg316jfnveuha105o9okkbgjnfkeopciu8!nc_n_webp_mw_1"
