笔记id,作品类型,作者,发布时间,喜欢,收藏,评论,详情,标题,笔记链接,作者地址,图片链接
6879a1f4000000000d01b476,note,佑康,07-18,874,189,2982,,,https://www.xiaohongshu.com/explore/6879a1f4000000000d01b476?xsec_token=ABfVsmxy_TfFjycZAmx9s0tRy969zl-dd9X6O-musm_cg=&xsec_source=pc_search&source=unknown,IP属地：浙江,http://sns-webpic-qc.xhscdn.com/202508111358/30a937f3efcc4c44d3e0b3a2ed7f1829/1040g00831k2f83diig6g5pqgdtendihgmpu0a90!nc_n_webp_mw_1
688874120000000025025f61,note,刘长明,07-30,877,528,369,,,https://www.xiaohongshu.com/explore/688874120000000025025f61?xsec_token=ABRGFvNh5Jah2hXBZP_PljcygKjGRcACjfATssLiaCO9o=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111358/b4fd0267ba2c866ad43780882fcf28c7/1040g00831kgud4au48605q3gof9jfijv8pin2co!nc_n_webp_mw_1
6856d4070000000012021ffd,note,山河枕,06-21,699,275,805,,,https://www.xiaohongshu.com/explore/6856d4070000000012021ffd?xsec_token=ABtjRMQ711NKRjabf-nnpG2SGCZFUsJ6fHPP-kHDFJBNk=&xsec_source=pc_search&source=unknown,IP属地：湖南,http://sns-webpic-qc.xhscdn.com/202508111358/d877cdfa63b79238b369e4da7e662866/1040g2sg31j0fhf87h4s05o33r6vg9amd2evi4c8!nc_n_webp_mw_1
67ad641c000000001703bd42,note,丫西222,02-13,680,877,142,,父亲确诊肺癌晚期，病情终于稳定,https://www.xiaohongshu.com/explore/67ad641c000000001703bd42?xsec_token=ABR9NijMznF8OWs8UbLXwkVrSWPEHYI0EhfD0uon9L9nI=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111358/e056b74c4ead283c24f0f272209fb94e/notes_pre_post/1040g3k831dquntms0u1049da2upm6v3a6tjstmg!nc_n_webp_mw_1
6863d84f000000001c037647,note,小红薯6614D9FE,07-01,638,289,2001,,,https://www.xiaohongshu.com/explore/6863d84f000000001c037647?xsec_token=ABEMfT9K1Fca5eRhDZdVprZo4CI8vrUMVoxjNSCK36S7k=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111358/78218684b1a995ef02dd5ebb09f3d691/1040g2sg31jd65dm1ioe05pgjsbb2u2cfa99ii00!nc_n_webp_mw_1
6758306c000000000402b1c8,note,北北爱吃辣(陪父母抗癌),2024-12-10,619,272,338,,家人确诊癌症 ≠天塌了,https://www.xiaohongshu.com/explore/6758306c000000000402b1c8?xsec_token=AB4OzGhq6g2A4_zLUUBBzFv4iIKHi2e1CYvfaZ6O8hSAE=&xsec_source=pc_search&source=unknown,IP属地：河北,http://sns-webpic-qc.xhscdn.com/202508111358/c1291bb6e3b746f9f9079de7cb479a3c/1040g2sg31b7q4vhvnqdg5o4l15hgbs144dom208!nc_n_webp_mw_1
66964ba1000000000302404e,note,尚安安,2024-07-27,589,462,936,,关于肠癌五年生存率,https://www.xiaohongshu.com/explore/66964ba1000000000302404e?xsec_token=ABrsL_FOwf2I0unO53Gt9MR-g_uarfe63Q_ma301g87i8=&xsec_source=pc_search&source=unknown,IP属地：安徽,"http://sns-webpic-qc.xhscdn.com/202508111358/8cb404c6546b50994f8f90d3c98e54d0/1040g2sg315oso4vjgu005oof6adkg0iqbod0vdg!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111358/7e65af7179824f90f4303baae87f5aa4/1040g2sg315aev85ohc7g5oof6adkg0iqecig4s8!nc_n_webp_mw_1"
667901bf000000001c025480,note,小红薯60842EC0,2024-06-24,566,216,1032,,胃癌晚期，胃癌多发转移,https://www.xiaohongshu.com/explore/667901bf000000001c025480?xsec_token=ABuzLYvi1rxIMtuomV809B7q2I2lCOT0EhsnWF5Aa4P2E=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111358/a0af31246fbe9f249a30b549ee68c3c2/1040g2sg314drjakmmicg5o43fs00870s9dirlco!nc_n_webp_mw_1
6808467b000000001b03de68,note,孑洍,04-23,500,306,1004,,妈妈右肺中叶切除了,https://www.xiaohongshu.com/explore/6808467b000000001b03de68?xsec_token=ABCf5p-PiyDlgux2-Mbo5s-YAInGECZVsBgORY4tqvnMI=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111358/dc1f1d645391417aad8ac63cde586377/1040g00831gjoasf9ju004a521pragrflf1e0rc0!nc_n_webp_mw_1
687736990000000017036416,note,小红薯650C1AB4,07-16,486,213,539,,肠癌，从确诊到离开只有短短2个月,https://www.xiaohongshu.com/explore/687736990000000017036416?xsec_token=ABYFg1GXQCakau-cx-mqj63DDuzBFsZhVkdFBaEhRipRk=&xsec_source=pc_search&source=unknown,IP属地：湖南,http://sns-webpic-qc.xhscdn.com/202508111358/f37c00d9c5084f677b36f46c233252b5/1040g2sg31k03dbv7j0e05p8bi50ln8g3od9b9tg!nc_n_webp_mw_1
6891b6df00000000250152a0,note,冰美式不加糖,5天前,488,447,414,,,https://www.xiaohongshu.com/explore/6891b6df00000000250152a0?xsec_token=ABwJ3aVA24PgeOEbBW2z3MtAzjfzFgHftFXsbxq3VYmpo=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111359/94f73f3f2008e9bd5f71bdc7e79708e6/notes_pre_post/1040g3k831kpvq55t36d05pp08iine7shvacc7ho!nc_n_webp_mw_1
685e70b3000000002400e79d,note,FNTK.886,06-27,472,145,445,,没关系的，没有比这更糟糕的了,https://www.xiaohongshu.com/explore/685e70b3000000002400e79d?xsec_token=ABpnu-BIBzv5Zh7Z4xbVWdxC7M2MbPePgTKDIxTtmcHh4=&xsec_source=pc_search&source=unknown,IP属地：上海,http://sns-webpic-qc.xhscdn.com/202508111359/0583f4719dab7f8fa24540b34aa124f8/1040g00831j7t78jbj0004a0j3gi3ijf15t5h0jo!nc_n_webp_mw_1
67bc53470000000029036826,note,大标（抗癌11年),02-24,436,146,70,,你还不知道，亲人得了A症，一定要做的事,https://www.xiaohongshu.com/explore/67bc53470000000029036826?xsec_token=ABjCwU2vGAI2qvmQfB7Y6pbf4Vtrjj9JI9-mlZraOQALs=&xsec_source=pc_search&source=unknown,IP属地：山东,http://sns-webpic-qc.xhscdn.com/202508111359/0fdadf0dfdb9bde88164afd225d9cf8b/1040g00831e9jd3qp080g5p97a0kqocegv72kkog!nc_n_webp_mw_1
680d93b1000000000d0169b6,note,永远健康,04-27,423,197,708,,,https://www.xiaohongshu.com/explore/680d93b1000000000d0169b6?xsec_token=ABFLG8YCqXt9FlE0DpNBjr4r9Tv36dP4WvPFMSTaYRTmY=&xsec_source=pc_search&source=unknown,IP属地：河南,http://sns-webpic-qc.xhscdn.com/202508111359/7c4ee283b8100d611b06cd2df220532f/1040g00831gougob93s605pf5rbqiu3r5udepju8!nc_n_webp_mw_1
6800ce5a000000001d017469,note,咕噜咕噜宝,07-28,415,372,576,,给刚确诊胃癌病友家属的一些忠告,https://www.xiaohongshu.com/explore/6800ce5a000000001d017469?xsec_token=ABY7fUhqj9OlogS4gDaUkBNvaXM0Tn9tLIyerAv5ypkcM=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111359/5290674dbc4f32ea4de9c13674e48ce4/1040g2sg31gcfdsql3ie05n58d74k81tn1n33o5o!nc_n_webp_mw_1
67a35044000000001902dc93,note,江陵,02-05,372,173,705,,,https://www.xiaohongshu.com/explore/67a35044000000001902dc93?xsec_token=AB18hkSQus4Ncy_OC0PkM-yFITkEE8nnLpgbEf9kA53Mk=&xsec_source=pc_search&source=unknown,IP属地：河北,http://sns-webpic-qc.xhscdn.com/202508111359/928045ad9bee306c6a230878ed62a85c/1040g00831dh5pbohh0005nol9ng08ob0ilihkpo!nc_n_webp_mw_1
688f19850000000003025e97,note,护你周全健康生活,08-03,361,138,572,,姥姥确诊了胰腺癌，已扩散至枕骨区域,https://www.xiaohongshu.com/explore/688f19850000000003025e97?xsec_token=ABKyBKlXW1Yg7Q4TN1e3miLLyx2__CXdys1xe2Samtlw4=&xsec_source=pc_search&source=unknown,IP属地：天津,http://sns-webpic-qc.xhscdn.com/202508111359/4509803d82852b79d6c7a194f5408b42/1040g2sg31kndsasriokg5q1bqoaji9c9v13vi28!nc_n_webp_mw_1
6827e7b400000000220358ee,note,紫罗兰,05-17,349,322,790,,得了肝癌以后，能活30年吗,https://www.xiaohongshu.com/explore/6827e7b400000000220358ee?xsec_token=ABPVjXC1vRyljyEtO2yIAYLPrj8_6uBps4VbPzVxLQIaM=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111359/9138e54b0071a00fda3ec8bc009c2350/1040g00831hikd9f7k2005q0hvie3jguuqkb4370!nc_n_webp_mw_1
686a8203000000000b02f725,note,陈沈的光影世界,07-06,347,71,944,,有这样的领导好还是不好？,https://www.xiaohongshu.com/explore/686a8203000000000b02f725?xsec_token=ABVx8BxGASJ94fE5vwaoAC_6vyqcjnyX1hlYcdUMQEwnc=&xsec_source=pc_search&source=unknown,IP属地：广东,"http://sns-webpic-qc.xhscdn.com/202508111359/3cc12705ff2c486484cf8a5a08e1eb92/1040g2sg31jjmgg3jii9g5q0kl8q3i038q71sblg!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111359/96d7e0c54826b9994729256277021e05/1040g2sg31jjmgg3jii8g5q0kl8q3i038dav8smg!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111359/bd95ad1dd419adff16d8d836405f96e5/1040g2sg31jjmgg3jiidg5q0kl8q3i0382ljnda8!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111359/bec7c1c79cd39eda9bd29b1c98eb4ac0/1040g2sg31jjmgg3jii805q0kl8q3i038kspm0bg!nc_n_webp_mw_1"
67b53cdb000000000603e911,note,丫西222,02-19,345,321,174,,🌸 83岁奶奶抗癌抉择,https://www.xiaohongshu.com/explore/67b53cdb000000000603e911?xsec_token=ABPFbLC5NIQ13AJ9eZDyedKBFYNR6MdP_B4ueAvTgHKCs=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111359/652767e441101c766ef122e48202fcf8/1040g00831e2lthec100049da2upm6v3atcm8c8o!nc_n_webp_mw_1
6870e3ff0000000023006337,note,以观沧海,07-11,341,78,1299,,公婆两人都得癌症，我不生二胎了,https://www.xiaohongshu.com/explore/6870e3ff0000000023006337?xsec_token=ABM7c2VaLX5-o5nWTFbYlvxp83G4FtHELFuRWd0Du7KOU=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111359/00ed38649a99fae01945d09ae790517e/1040g2sg31jpshlnuj2705n8a7rv4h8gj0gg47s0!nc_n_webp_mw_1
6851127e0000000022026e0d,note,陪着老爸打怪兽！,06-17,336,283,1094,,,https://www.xiaohongshu.com/explore/6851127e0000000022026e0d?xsec_token=AB0YX-tZorkYbZjZVGp_2Rm68jwr_BcyRinynMZ-6jzuw=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111359/c97b25aefdefa6edd408da0e5f568fd2/notes_pre_post/1040g3k031iqro240hc6g5ornekmnrcdakevkilo!nc_n_webp_mw_1
681730f800000000230106df,note,顺利,05-04,331,75,790,,,https://www.xiaohongshu.com/explore/681730f800000000230106df?xsec_token=ABBqaSCWm9iNnpFsaI1GzpD9TYUeE_hc-v7v_uQCyUFjE=&xsec_source=pc_search&source=unknown,IP属地：山东,http://sns-webpic-qc.xhscdn.com/202508111359/304d31e84eb83a7e9db99bbd69b554a2/1040g00831h2ausvr346g5p5nba143hugjkje4m0!nc_n_webp_mw_1
6862abe70000000010012415,note,早日康复,06-30,319,271,24,,肺癌经历分享,https://www.xiaohongshu.com/explore/6862abe70000000010012415?xsec_token=AB1daY4HAXyuvkM6klEnPvHS_f0JX6YOSA_mhtxaLpEQ4=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111359/8bb7e38c5b7144962ccf7de3fc819dda/notes_pre_post/1040g3k031jc1etdn324g5q2q310nb70u3fneteo!nc_n_webp_mw_1
67f91607000000001c0158ec,note,春暖花开,04-11,305,185,324,,确诊胃癌后的各种安慰和谎言,https://www.xiaohongshu.com/explore/67f91607000000001c0158ec?xsec_token=AB_Bo4ZGDrL0Plun8dnMb0_Uj4pdgAJxTj1S7zBkFAaTo=&xsec_source=pc_search&source=unknown,IP属地：湖南,http://sns-webpic-qc.xhscdn.com/202508111359/42a064464029376e73d327a506b5441f/notes_pre_post/1040g3k831g4u5sdfhad05n3nfe5483t49130750!nc_n_webp_mw_1
68820019000000002203210f,note,一天到晚就知道吃,07-24,305,144,1143,,她现在状态明明很好，为什么医院不愿意接收,https://www.xiaohongshu.com/explore/68820019000000002203210f?xsec_token=AB0If3m-eqOqkN7LJs_DguRngd16_HWaxd7Itir6v1Peo=&xsec_source=pc_search&source=unknown,IP属地：江苏,http://sns-webpic-qc.xhscdn.com/202508111359/c3e95381367c2e64b812de7e89373816/1040g00831kakfig4j2605q33pqsn91qmin3mdio!nc_n_webp_mw_1
67fc8d84000000000b02c64e,note,小红薯5E77793B,04-14,301,43,937,,,https://www.xiaohongshu.com/explore/67fc8d84000000000b02c64e?xsec_token=ABGshBmcGSxXG3RPd03AzZQUTkvYtr5OMor21dNd2W__o=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111359/6a355cab4672c3f8890324698751317c/notes_pre_post/1040g3k831g8a8fv0hs6g5njnarn08l67cbdmli8!nc_n_webp_mw_1
682dbfd10000000022037ae3,note,祝好,05-21,300,104,356,,愿病痛远离每个人❤️,https://www.xiaohongshu.com/explore/682dbfd10000000022037ae3?xsec_token=ABccsox4HLs8tFh5vKH078voSDzszUnhqYAyAIKqnGiNQ=&xsec_source=pc_search&source=unknown,IP属地：山西,http://sns-webpic-qc.xhscdn.com/202508111359/30e78f8f19ef496a98f37d63f67f79ef/1040g00831hobt3up426g5patfb5kfo89nhcphmg!nc_n_webp_mw_1
67bd29c9000000002902616a,note,芦苇,03-23,295,119,266,,陪老妈的抗癌之路走到了放弃这一步,https://www.xiaohongshu.com/explore/67bd29c9000000002902616a?xsec_token=ABEtTaDzKxUANsWqCj9XuoDIkrCxFHNz2m0Y0STndORcs=&xsec_source=pc_search&source=unknown,IP属地：吉林,http://sns-webpic-qc.xhscdn.com/202508111359/700f156913aa7467602a4cc974dd63ed/1040g00831eadisevg8005o0m7dgg9c69ms4ov9o!nc_n_webp_mw_1
6892250b000000002500f599,note,江北桃子,5天前,283,135,354,,确认肺癌晚期后半年离世,https://www.xiaohongshu.com/explore/6892250b000000002500f599?xsec_token=ABwpdnTd_9FfErG6JfVJ846wRXfmnwuafzvqECOo8aluo=&xsec_source=pc_search&source=unknown,IP属地：贵州,"http://sns-webpic-qc.xhscdn.com/202508111400/989a7d724e526904a71aa9d56b751544/notes_pre_post/1040g3k831kqd5tlo2adg5nbaa470b4u1gpk0ogg!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111400/567963e668c00d805b6811294eca616b/notes_pre_post/1040g3k831kqd5tlo3qdg5nbaa470b4u1ddvfia8!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111400/b4310584bed09e9042c2c0e9d6bf747e/notes_pre_post/1040g3k831kqd5tm6k8dg5nbaa470b4u1c12s4ro!nc_n_webp_mw_1"
67db72bf000000000d015863,note,branda,03-20,278,122,653,,,https://www.xiaohongshu.com/explore/67db72bf000000000d015863?xsec_token=ABQYVlfv5x3NFcdCppBs9anY0ORzM0C-pShu3si9aevuc=&xsec_source=pc_search&source=unknown,IP属地：江苏,http://sns-webpic-qc.xhscdn.com/202508111400/926fa85e08e347affb788af4e6dd5956/1040g2sg31f7vugblmo6g492vluh505tssdiutd0!nc_n_webp_mw_1
687a5540000000001203f026,note,重生之我在小红薯做人,07-18,249,317,280,,,https://www.xiaohongshu.com/explore/687a5540000000001203f026?xsec_token=ABIF1_MxDsfgixnRT8t3FV-mhHlpGKn55lrAT6Oaz69ok=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111400/c4c2f65afc5fc7cd342a7805146c51fc/1040g2sg31k354nraio605pmpr4knc4t9tfh2opg!nc_n_webp_mw_1
6875f0660000000012021d84,note,波猫,07-19,234,132,296,,,https://www.xiaohongshu.com/explore/6875f0660000000012021d84?xsec_token=ABWbHVRh9o4rut3hAP2n928XvcpRHqJALSj0OZ-6b3bHo=&xsec_source=pc_search&source=unknown,IP属地：江苏,http://sns-webpic-qc.xhscdn.com/202508111400/6ad51c5f5dc55c9afc4aab69522bcada/1040g00831jurk6bvj20g5q2l00enagni4r1f600!nc_n_webp_mw_1
684bbcb7000000002300c6f8,note,小红薯684C5B28,06-13,224,38,326,,,https://www.xiaohongshu.com/explore/684bbcb7000000002300c6f8?xsec_token=ABNJItTZnhx9GpixLmqsCCYk0LAK-32R2mDr4sI18noI8=&xsec_source=pc_search&source=unknown,无,http://sns-webpic-qc.xhscdn.com/202508111400/cd497f28b8e68fa47574a087fe59828b/1040g2sg31ilkc3780okg5q2bms5naqmsnjfijvo!nc_n_webp_mw_1
67da9a41000000000900e0e5,note,爱吃水果的麦麦,03-24,215,185,112,,妈妈确诊内膜癌，熬过的第一个三年,https://www.xiaohongshu.com/explore/67da9a41000000000900e0e5?xsec_token=AB6fA-K5fadTR63Mc0gcbibZ9pA0_4BLVAn8W43B3njio=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111400/578f86bc74a09cd1f29a454a03afcc05/1040g2sg31f75i7mmm6705ppusfun3f3qbvit438!nc_n_webp_mw_1
686f8f2f0000000012031539,note,花开花落,07-10,211,93,709,,,https://www.xiaohongshu.com/explore/686f8f2f0000000012031539?xsec_token=ABZ6hYmNylxuq25JC7TRyDHy6mwa1sS8bZJxjLCOXt1ek=&xsec_source=pc_search&source=unknown,IP属地：广西,http://sns-webpic-qc.xhscdn.com/202508111400/bbe3408e3d34315f94fb019fa378abfc/1040g2sg31jok7qld34705q1lfav790c0b1cjsmg!nc_n_webp_mw_1
688acafe0000000025025759,note,刘长明,07-31,206,122,25,,所有癌症家属必看：续篇 4 个让心变稳的真,https://www.xiaohongshu.com/explore/688acafe0000000025025759?xsec_token=ABF5YReV7cdzurgQl66D5_G2mWCuydMxU3a9THeOSN8JM=&xsec_source=pc_search&source=unknown,IP属地：广东,http://sns-webpic-qc.xhscdn.com/202508111400/cb56331fca16a96d73aad96fb4a40518/1040g00831kj7gitjig5g5q3gof9jfijvhkr5koo!nc_n_webp_mw_1
66680508000000001d01a380,note,蘇来财儿,2024-06-11,198,42,152,,妈妈确诊了癌症，可我卡里只有五千💰,https://www.xiaohongshu.com/explore/66680508000000001d01a380?xsec_token=AB3snfYvGa1ff5LNnSlGM-ntoaWHXl66XPPXqf8JjoBmU=&xsec_source=pc_search&source=unknown,无,"http://sns-webpic-qc.xhscdn.com/202508111400/ead979bdfc45c10a4998f2598176102d/1040g2sg313t8rfkvhmd05opd94d5b3po6a7ddng!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111400/440a7f419c2f6e2180c2755927628ab3/1040g2sg313t8rfkvhmc05opd94d5b3poapnjl30!nc_n_webp_mw_1,http://sns-webpic-qc.xhscdn.com/202508111400/28b8ab46ca5b21c5fefba1a988054a68/1040g2sg313t8rfkvhm805opd94d5b3po9qp63bg!nc_n_webp_mw_1"
680d7aad000000001c035595,note,momo,04-27,193,103,1072,,,https://www.xiaohongshu.com/explore/680d7aad000000001c035595?xsec_token=ABFLG8YCqXt9FlE0DpNBjr4lJZ-Bewf2i8Tz3N_NENxw8=&xsec_source=pc_search&source=unknown,IP属地：内蒙古,http://sns-webpic-qc.xhscdn.com/202508111400/7acb8dfb26843a43995d390503615de6/1040g00831gorf14ajc004a5g87818130tnouh20!nc_n_webp_mw_1
